식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,대두_땅콩_여부,알레르기_권고,유제품여부,탄닌가능성,쿠마린여부,쿠마린_권고,카페인여부,알코올_유무
D202-120000000-0436,피자_랍스타 피자 치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,258,,15.88,,,,3.37,,,,,,213.0,,,,,,,,,,3.06,,3,식품의약품안전처,1156g,임실N치즈피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0437,피자_랍스타 피자 치즈크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,267,,16.35,,,,3.2,,,,,,202.0,,,,,,,,,,3.24,,3,식품의약품안전처,659g,임실N치즈피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0441,피자_레드불고기 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,241,,11.8,6.6,,24.55,7.3,,,,,,501.0,,,,,,,,,18.44,3.54,0.16,3,식품의약품안전처,986g,피제이피자,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0455,피자_로얄 립 스테이크 피자 치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,253,,12.44,,,,3.85,,,,,,492.0,,,,,,,,,,4.67,,3,식품의약품안전처,1083g,피자헛,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0456,피자_로얄 립 스테이크 피자 치즈크러스트 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,255,,13.03,,,,3.67,,,,,,502.0,,,,,,,,,,5.14,,3,식품의약품안전처,655g,피자헛,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0471,피자_리얼랍스터스테이크 피자 리코타링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,246,,14.29,,,,3.97,,,,,,538.0,,,,,,,,,,4.76,,3,식품의약품안전처,1010g,7번가피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0474,피자_리얼랍스터스테이크 피자 치즈링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,237,,14.73,,,,3.1,,,,,,558.0,,,,,,,,,,3.88,,3,식품의약품안전처,1030g,7번가피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0478,피자_리얼불고기 피자 트리플치즈버스트 엣지 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,248,,13.01,,,,3.42,,,,,,459.0,,,,,,,,,,4.79,,3,식품의약품안전처,1165g,도미노피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0484,피자_리얼치즈피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,285,,14.48,,,,2.26,,,,,,365.0,,,,,,,,,,4.88,,3,식품의약품안전처,657g,청년피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0485,피자_리얼치즈 피자 밀도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,130,,13.39,,,,0.83,,,,,,266.0,,,,,,,,,,4.61,,3,식품의약품안전처,720g,피자파는집,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0486,피자_리얼치즈 피자 밀도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,86,,8.93,,,,0.56,,,,,,177.0,,,,,,,,,,3.07,,3,식품의약품안전처,540g,피자파는집,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0487,피자_리얼치즈 피자 씬도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,130,,13.41,,,,0.86,,,,,,266.0,,,,,,,,,,4.63,,3,식품의약품안전처,510g,피자파는집,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0488,피자_리얼치즈 피자 씬도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,86,,8.95,,,,0.55,,,,,,177.0,,,,,,,,,,3.09,,3,식품의약품안전처,440g,피자파는집,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0495,피자_리치고구마치킨 피자 리코타링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,254,,13.56,,,,4.24,,,,,,417.0,,,,,,,,,,5.08,,3,식품의약품안전처,940g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0496,피자_리치고구마치킨 피자 리코타링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,255,,13.87,,,,4.05,,,,,,421.0,,,,,,,,,,5.2,,3,식품의약품안전처,690g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0501,피자_리치고구마치킨 피자 치즈링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,247,,14.17,,,,3.33,,,,,,445.0,,,,,,,,,,4.17,,3,식품의약품안전처,960g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0502,피자_리치고구마치킨 피자 치즈링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,246,,14.61,,,,2.81,,,,,,452.0,,,,,,,,,,4.49,,3,식품의약품안전처,710g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0509,피자_립스테이크&케이준쉬림프 피자 치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,235,,12.54,,,,3.45,,,,,,510.0,,,,,,,,,,4.15,,3,식품의약품안전처,1138g,피자헛,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0510,피자_립스테이크&케이준쉬림프 피자 콘치즈포켓 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,238,,11.53,,,,5.4,,,,,,497.0,,,,,,,,,,4.67,,3,식품의약품안전처,1202g,피자헛,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0538,피자_멕시칸하바네로 피자 치즈캡 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,286,,16.93,,,,5.82,,,,,,617.0,,,,,,,,,,3.7,,3,식품의약품안전처,946g,미스터피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0539,피자_멕시칸하바네로 피자 치즈캡 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,353,,20.92,,,,7.19,,,,,,608.0,,,,,,,,,,4.58,,3,식품의약품안전처,610g,미스터피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0540,피자_멕시칸하바네로 피자 크림치즈 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,307,,14.81,,,,8.47,,,,,,578.0,,,,,,,,,,4.76,,3,식품의약품안전처,946g,미스터피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0541,피자_멕시칸하바네로 피자 크림치즈 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,293,,14.38,,,,8.5,,,,,,550.0,,,,,,,,,,4.58,,3,식품의약품안전처,610g,미스터피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0546,피자_멜팅치즈 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,283,,13.41,,,,5.21,,,,,,335.0,,,,,,,,,,6.09,,3,식품의약품안전처,657g,뽕뜨락피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0547,피자_멜팅치즈 피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,297,,15.1,,,,5.43,,,,,,336.0,,,,,,,,,,7.06,,3,식품의약품안전처,404g,뽕뜨락피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0554,피자_모짜렐라 루꼴라 포카챠,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,194,,8.89,,,,2.22,,,,,,200.0,,,,,,,,,,3.33,,3,식품의약품안전처,180g,파스쿠찌,2,수집,2022-07-11,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0557,피자_몬스터고구마 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,234,,11.04,,,,3.05,,,,,,404.0,,,,,,,,,,3.82,,3,식품의약품안전처,995g,피자마루,2,수집,2022-10-30,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0558,피자_몬스터꿀고구마 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,228,,10.49,,,,5.62,,,,,,302.0,,,,,,,,,,2.82,,3,식품의약품안전처,1070g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0559,피자_몬스터불고기 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,243,,13.66,,,,3.01,,,,,,514.0,,,,,,,,,,4.56,,3,식품의약품안전처,864g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0560,피자_몬스터스테이크불갈비 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,244,,13.78,,,,5.58,,,,,,564.0,,,,,,,,,,4.05,,3,식품의약품안전처,920g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0561,피자_몬스터이탈리안 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,283,,17.86,,,,3.05,,,,,,500.0,,,,,,,,,,6.06,,3,식품의약품안전처,703g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0562,피자_몬스터콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,248,,14.81,,,,3.44,,,,,,507.0,,,,,,,,,,6.62,,3,식품의약품안전처,896g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0563,피자_몬스터페퍼로니 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,267,,15.31,,,,5.0,,,,,,582.0,,,,,,,,,,5.13,,3,식품의약품안전처,840g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0564,피자_몬스터포테이토 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,243,,11.42,,,,1.98,,,,,,405.0,,,,,,,,,,4.53,,3,식품의약품안전처,1030g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0565,피자_몬스터하와이안쉬림프 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,216,,11.53,,,,4.2,,,,,,429.0,,,,,,,,,,3.76,,3,식품의약품안전처,1097g,피자마루,2,수집,2023-10-31,2025-04-08,False,,False,False,False,,True,False
D202-120000000-0575,피자_미스터트리오 피자 치즈캡 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,222,,12.92,,,,2.32,,,,,,438.0,,,,,,,,,,4.89,,3,식품의약품안전처,1334,미스터피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0576,피자_미스터트리오 피자 치즈캡 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,233,,13.0,,,,3.0,,,,,,460.0,,,,,,,,,,4.0,,3,식품의약품안전처,896g,미스터피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0577,피자_미스터트리오 피자 크림치즈 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,223,,10.83,,,,3.78,,,,,,385.0,,,,,,,,,,5.28,,3,식품의약품안전처,1421,미스터피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0578,피자_미스터트리오 피자 크림치즈 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,234,,11.54,,,,3.85,,,,,,405.0,,,,,,,,,,3.85,,3,식품의약품안전처,937g,미스터피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0599,피자_반&반 피자 리코타링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,254,,14.91,,,,7.02,,,,,,317.0,,,,,,,,,,6.14,,3,식품의약품안전처,908g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0600,피자_반&반 피자 리코타링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,255,,14.89,,,,6.91,,,,,,317.0,,,,,,,,,,5.85,,3,식품의약품안전처,750g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0605,피자_반&반 피자 치즈링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,247,,15.52,,,,6.03,,,,,,347.0,,,,,,,,,,5.17,,3,식품의약품안전처,928g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0606,피자_반&반 피자 치즈링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,247,,15.54,,,,5.7,,,,,,348.0,,,,,,,,,,5.18,,3,식품의약품안전처,770g,7번가피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0621,피자_밤호박 피자 밀스크린체다크림크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,219,,9.56,,,,5.15,,,,,,417.0,,,,,,,,,,2.94,,3,식품의약품안전처,1088g,지정환피자,2,수집,2022-10-30,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0622,피자_밤호박 피자 밀스크린체다크림크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,213,,9.09,,,,5.05,,,,,,408.0,,,,,,,,,,2.93,,3,식품의약품안전처,594g,지정환피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0623,피자_밤호박 피자 밀스크린치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,215,,10.37,,,,2.96,,,,,,384.0,,,,,,,,,,2.96,,3,식품의약품안전처,1080g,지정환피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0624,피자_밤호박 피자 밀스크린치즈크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,207,,10.0,,,,3.0,,,,,,374.0,,,,,,,,,,2.9,,3,식품의약품안전처,600g,지정환피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0626,피자_밤호박 피자 백미스크린치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,208,,9.92,,,,5.34,,,,,,372.0,,,,,,,,,,2.9,,3,식품의약품안전처,1048g,지정환피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
D202-120000000-0627,피자_밤호박 피자 백미스크린치즈크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,200,,10.2,,,,5.1,,,,,,360.0,,,,,,,,,,2.86,,3,식품의약품안전처,588g,지정환피자,2,수집,2023-10-31,2025-04-08,False,,True,False,False,,False,False
